FlightId,FlightNum,Airline,PassengerCount,Arrival,ScheduledDate,ScheduledTime,TerminalNum,Domestic
1002201,6298,WestJet,3610,Arrival,8/31/2023,08:57 AM,T8,International
1002202,5292,Spirit Airlines,185532,Arrival,4/10/2023,10:56 PM,T2,Domestic
1002203,1794,Aeroflot,3543,Arrival,1/3/2023,08:29 AM,T8,International
1002204,3242,Airlines,352521,Departure,5/3/2023,08:41 AM,T4,Domestic
1002205,2709,Avianca,48,Arrival,12/2/2023,07:03 PM,Miscellaneous Terminal,Domestic
1002206,4169,JetBlue Airways,38842,Departure,6/15/2023,04:55 PM,T4,International
1002207,7477,Aeromexico,108825,Departure,9/13/2023,07:48 AM,T6,International
1002208,7129,Virgin Atlantic,216480,Arrival,12/3/2023,10:29 PM,T5,Domestic
1002209,7429,Alitalia,55091,Arrival,7/6/2023,05:41 AM,T2,Domestic
1002210,5369,Aeromexico,6823,Arrival,12/21/2023,01:36 AM,TBIT,Domestic
1002211,8116,Norwegian Air Shuttle,320432,Arrival,5/27/2023,02:15 PM,T5,Domestic
1002212,2897,Aeromexico,245155,Departure,12/10/2023,12:26 AM,T3,Domestic
1002213,3858,Alitalia,254889,Departure,12/17/2023,01:00 PM,T6,Domestic
1002214,3365,Singapore Airlines,7455,Departure,5/22/2023,01:15 AM,T1,International
1002215,8665,American Airlines,142307,Departure,7/18/2023,01:10 AM,T3,Domestic
1002216,3358,Qantas,22421,Departure,4/12/2023,01:33 PM,T5,International
1002217,8325,Hawaiian Airlines,364947,Departure,2/15/2023,06:59 PM,TBIT,International
1002218,4010,Frontier Airlines,389765,Departure,9/9/2023,12:21 PM,T1,Domestic
1002219,5582,Singapore Airlines,16635,Departure,2/21/2023,02:52 PM,T1,Domestic
1002220,8880,Air New Zealand,417180,Arrival,2/23/2023,11:24 PM,T4,Domestic
1002221,4131,Copa Airlines,418020,Departure,3/1/2023,04:24 AM,T5,Domestic
1002222,6057,LATAM Airlines,25561,Departure,6/27/2023,03:57 PM,T2,Domestic
1002223,1989,Avianca,8810,Arrival,12/19/2023,09:44 AM,TBIT,Domestic
1002224,8397,Japan Airlines,25349,Arrival,10/13/2023,10:14 PM,T5,International
1002225,6338,Airlines,45,Departure,8/21/2023,06:47 AM,Miscellaneous Terminal,Domestic
1002226,6237,Spirit Airlines,52990,Departure,6/10/2023,11:30 AM,T3,International
1002227,4530,Qantas,32678,Arrival,10/24/2023,10:08 AM,T7,International
1002228,6064,Korean Air,147602,Departure,11/6/2023,08:25 PM,T2,International
1002229,4908,Norwegian Air Shuttle,50184,Departure,1/10/2023,04:21 AM,T6,International
1002230,3743,Philippine Airlines,14603,Departure,5/29/2023,11:12 AM,T8,International
1002231,4657,American Airlines,96288,Departure,10/4/2023,04:24 PM,T2,Domestic
1002232,2646,TAP Air Portugal,282955,Arrival,7/29/2023,04:24 PM,T3,Domestic
1002233,3068,Asiana Airlines,479459,Arrival,12/15/2023,05:00 AM,T1,Domestic
1002234,1279,Frontier Airlines,101,Departure,2/21/2023,03:15 AM,Miscellaneous Terminal,Domestic
1002235,2501,Lufthansa,469390,Arrival,1/10/2023,01:56 AM,T4,Domestic
1002236,4815,Lufthansa,146254,Departure,5/2/2023,04:07 PM,T8,Domestic
1002237,2585,Hawaiian Airlines,5219,Arrival,4/12/2023,11:45 AM,T8,International
1002238,7939,Korean Air,427939,Arrival,5/25/2023,05:32 AM,T1,Domestic
1002239,4926,Air India,141149,Arrival,5/17/2023,07:27 AM,T2,International
1002240,9892,Lufthansa,104254,Departure,4/28/2023,11:46 AM,T2,International
1002241,9971,Asiana Airlines,16449,Arrival,10/26/2023,08:01 PM,T2,Domestic
1002242,8039,Philippine Airlines,5462,Arrival,8/20/2023,05:44 AM,TBIT,Domestic
1002243,7829,Alitalia,90,Arrival,2/3/2023,10:32 PM,Imperial Terminal,Domestic
1002244,4203,LATAM Airlines,271674,Departure,10/1/2023,03:34 PM,T6,Domestic
1002245,2499,Cathay Pacific,269,Arrival,12/4/2023,02:58 AM,Miscellaneous Terminal,Domestic
1002246,3692,EVA Air,64590,Departure,10/10/2023,10:37 PM,T4,International
1002247,4281,Lufthansa,358,Departure,7/30/2023,12:35 PM,T1,International
1002248,5160,Fiji Airways,37309,Departure,1/2/2023,04:37 AM,T7,International
1002249,2328,American Airlines,198623,Departure,4/12/2023,03:42 PM,T5,Domestic
1002250,9361,Air New Zealand,105342,Departure,8/23/2023,07:41 PM,T8,Domestic
1002251,8638,Air France,6022,Departure,3/29/2023,02:46 PM,TBIT,Domestic
1002252,7348,Turkish Airlines,275102,Departure,12/18/2023,11:47 PM,T7,Domestic
1002253,6949,Air Canada,6428,Arrival,3/13/2023,02:48 PM,Miscellaneous Terminal,International
1002254,2833,Norwegian Air Shuttle,72973,Arrival,3/8/2023,09:48 PM,T2,International
1002255,6291,Finnair,394635,Arrival,11/10/2023,08:29 AM,T1,Domestic
1002256,9434,Delta Air Lines,48949,Arrival,11/21/2023,11:51 AM,T4,International
1002257,8627,TAP Air Portugal,9736,Departure,8/27/2023,05:41 AM,T8,International
1002258,4056,Frontier Airlines,134986,Departure,11/1/2023,07:57 AM,T8,Domestic
1002259,7387,Fiji Airways,326986,Departure,12/2/2023,08:35 AM,T1,Domestic
1002260,3427,Volaris,69752,Departure,12/27/2023,04:29 PM,T4,International
1002261,3527,Air Canada,220001,Departure,7/11/2023,10:10 PM,T6,Domestic
1002262,4081,Hawaiian Airlines,309952,Arrival,10/17/2023,02:09 AM,T7,Domestic
1002263,1425,Spirit Airlines,57220,Departure,5/3/2023,12:53 PM,T3,International
1002264,7908,Air Canada,8955,Departure,1/23/2023,03:08 AM,TBIT,Domestic
1002265,2697,Airlines,280,Departure,2/9/2023,03:13 AM,Imperial Terminal,Domestic
1002266,2903,TAP Air Portugal,294837,Departure,5/14/2023,08:16 PM,T7,Domestic
1002267,9331,Air New Zealand,325485,Departure,1/1/2023,11:59 AM,T4,Domestic
1002268,4148,JetBlue Airways,41801,Arrival,6/30/2023,09:16 AM,T2,Domestic
1002269,9187,Air Canada,307899,Departure,11/13/2023,01:56 PM,T7,Domestic
1002270,2323,Etihad Airways,39853,Departure,1/21/2023,09:08 AM,T7,International
1002271,8318,Air New Zealand,516463,Departure,12/27/2023,06:14 AM,TBIT,International
1002272,5675,Air New Zealand,347211,Arrival,1/21/2023,07:48 PM,T5,Domestic
1002273,6132,Air Canada,127356,Arrival,5/18/2023,07:31 PM,T8,Domestic
1002274,4119,Alaska Airlines,179299,Arrival,6/22/2023,03:39 AM,T2,International
1002275,8526,Air France,164033,Departure,11/9/2023,12:14 AM,T3,Domestic
1002276,8698,Scandinavian Airlines,190387,Arrival,1/9/2023,07:42 PM,T8,Domestic
1002277,2744,Volaris,219468,Arrival,12/31/2023,04:48 AM,T2,Domestic
1002278,2686,Airlines,95926,Arrival,9/3/2023,07:16 PM,T6,International
1002279,9244,Asiana Airlines,288123,Departure,6/7/2023,08:09 PM,T6,Domestic
1002280,6019,Saudia,305604,Departure,5/20/2023,01:52 PM,T7,Domestic
1002281,9852,Aeromexico,745,Arrival,4/29/2023,06:58 PM,T6,International
1002282,3998,Qantas,148789,Arrival,2/4/2023,08:38 PM,T2,International
1002283,8269,British Airways,21634,Departure,8/31/2023,09:45 AM,T2,Domestic
1002284,7473,Japan Airlines,20359,Departure,11/13/2023,09:39 AM,TBIT,Domestic
1002285,3745,Frontier Airlines,132,Departure,8/7/2023,02:31 PM,Imperial Terminal,Domestic
1002286,6246,Air India,210,Departure,10/31/2023,08:03 PM,Imperial Terminal,Domestic
1002287,6795,United Airlines,336697,Departure,8/11/2023,05:40 PM,TBIT,International
1002288,4709,Philippine Airlines,36064,Arrival,1/28/2023,01:19 AM,T5,International
1002289,9840,Air Canada,49863,Departure,5/8/2023,09:54 AM,T7,International
1002290,1704,Japan Airlines,16142,Departure,7/19/2023,07:56 PM,T6,International
1002291,7086,American Airlines,234369,Arrival,5/30/2023,12:29 PM,T7,Domestic
1002292,2111,Air India,4476,Arrival,10/30/2023,10:02 PM,T8,International
1002293,8912,Spirit Airlines,293741,Departure,4/4/2023,04:20 AM,TBIT,International
1002294,8462,Volaris,379889,Arrival,12/24/2023,08:49 AM,T4,Domestic
1002295,8033,Thai Airways,21701,Departure,2/2/2023,12:18 PM,T2,Domestic
1002296,5975,United Airlines,48240,Arrival,7/9/2023,03:08 AM,Miscellaneous Terminal,Domestic
1002297,4393,EVA Air,9678,Arrival,10/23/2023,11:24 PM,TBIT,Domestic
1002298,4439,Copa Airlines,174597,Departure,9/22/2023,01:32 PM,T5,Domestic
1002299,9667,Air Canada,308033,Departure,6/14/2023,09:04 PM,TBIT,International
1002300,3628,Airlines,23186,Departure,4/6/2023,11:37 AM,T8,Domestic
1002301,3585,Saudia,368650,Arrival,9/16/2023,05:57 AM,T1,Domestic
1002302,8697,China Airlines,14024,Departure,7/23/2023,11:22 PM,T2,Domestic
1002303,5599,Aeroflot,404950,Departure,11/6/2023,03:20 PM,T4,Domestic
1002304,5051,Volaris,204078,Departure,2/21/2023,08:30 PM,T5,Domestic
1002305,9431,Lufthansa,50600,Departure,12/29/2023,03:01 AM,TBIT,Domestic
1002306,5461,Delta Air Lines,161959,Arrival,5/18/2023,08:53 AM,T2,International
1002307,7351,Singapore Airlines,387431,Arrival,7/29/2023,04:47 PM,TBIT,International
1002308,8672,Fiji Airways,264281,Arrival,2/19/2023,03:54 AM,T7,Domestic
1002309,6868,China Airlines,60317,Arrival,12/10/2023,12:53 PM,T2,Domestic
1002310,4403,Cathay Pacific,480966,Departure,7/27/2023,12:12 PM,TBIT,International
1002311,9559,China Airlines,192404,Departure,9/25/2023,05:58 AM,T2,International
1002312,1471,EVA Air,418477,Departure,10/18/2023,09:12 AM,T1,Domestic
1002313,6711,Avianca,362569,Arrival,4/19/2023,05:34 PM,T4,Domestic
1002314,8662,Virgin Atlantic,23665,Departure,5/26/2023,10:24 AM,T5,International
1002315,1063,Korean Air,73843,Arrival,12/13/2023,06:24 PM,T7,International
1002316,1197,Southwest Airlines,35904,Arrival,1/5/2023,09:49 PM,T5,International
1002317,3406,Cathay Pacific,120111,Departure,12/26/2023,01:34 AM,T3,Domestic
1002318,8847,Emirates,460896,Arrival,11/11/2023,05:16 AM,T4,Domestic
1002319,5960,Norwegian Air Shuttle,681638,Departure,12/28/2023,05:47 AM,TBIT,International
1002320,1504,Avianca,253858,Departure,11/28/2023,04:01 PM,T3,Domestic
1002321,2979,Scandinavian Airlines,361156,Arrival,8/29/2023,03:58 PM,T4,Domestic
1002322,4699,Air France,107735,Arrival,3/23/2023,02:29 AM,T8,Domestic
1002323,6820,Emirates,33430,Arrival,5/26/2023,03:57 PM,T5,International
1002324,2086,Asiana Airlines,51236,Departure,2/24/2023,05:56 PM,T4,International
1002325,4001,Emirates,325466,Departure,6/30/2023,12:01 AM,T7,Domestic
1002326,7446,Fiji Airways,68,Arrival,6/24/2023,09:02 PM,Imperial Terminal,Domestic
1002327,8378,Southwest Airlines,61362,Arrival,7/7/2023,08:32 AM,T4,International
1002328,6408,Qantas,32025,Departure,8/30/2023,09:57 PM,T4,International
1002329,2397,Lufthansa,510476,Arrival,5/26/2023,04:33 AM,TBIT,International
1002330,3880,Allegiant Air,165704,Arrival,9/21/2023,12:42 AM,T8,Domestic
1002331,4190,Allegiant Air,197723,Departure,11/12/2023,03:43 AM,T6,Domestic
1002332,2508,Thai Airways,243098,Departure,3/11/2023,08:28 AM,T7,Domestic
1002333,2498,Virgin Atlantic,22007,Arrival,6/26/2023,07:26 AM,T2,Domestic
1002334,4079,Lufthansa,183431,Departure,7/9/2023,02:43 PM,T3,Domestic
1002335,1944,Emirates,291278,Departure,10/5/2023,02:11 AM,T2,Domestic
1002336,3400,Hawaiian Airlines,420314,Departure,11/1/2023,03:13 AM,T5,Domestic
1002337,2814,Air Canada,190601,Arrival,12/18/2023,09:28 PM,T3,Domestic
1002338,8297,Virgin Atlantic,240507,Departure,3/25/2023,11:10 PM,T7,Domestic
1002339,6326,Singapore Airlines,129478,Arrival,1/18/2023,04:15 PM,Miscellaneous Terminal,Domestic
1002340,6045,Aeroflot,34475,Arrival,2/10/2023,10:26 AM,T2,Domestic
1002341,3632,Alaska Airlines,287137,Departure,10/16/2023,06:29 AM,T4,Domestic
1002342,4963,LATAM Airlines,393310,Arrival,4/18/2023,11:30 AM,TBIT,International
1002343,4613,Aeroflot,60702,Arrival,6/11/2023,02:32 PM,T4,International
1002344,5509,Saudia,31733,Departure,2/1/2023,06:36 AM,TBIT,Domestic
1002345,2678,Finnair,1784,Arrival,5/4/2023,08:45 AM,T8,International
1002346,5911,Avianca,96915,Arrival,7/27/2023,08:43 AM,T2,Domestic
1002347,9462,Air India,34010,Arrival,7/9/2023,05:47 AM,T7,International
1002348,1871,Iberia,336,Departure,5/8/2023,02:02 PM,T1,International
1002349,1780,Air New Zealand,251207,Arrival,2/14/2023,03:54 AM,T7,Domestic
1002350,5943,Alitalia,40357,Departure,10/4/2023,09:40 PM,T4,International
1002351,4665,China Airlines,19498,Departure,6/16/2023,11:24 PM,T2,International
1002352,8719,Norwegian Air Shuttle,453605,Departure,10/7/2023,06:25 PM,T4,Domestic
1002353,7672,Copa Airlines,150672,Arrival,1/9/2023,12:39 AM,T2,International
1002354,8570,Air India,75102,Arrival,3/23/2023,01:59 AM,T5,International
1002355,4999,American Airlines,120061,Departure,11/13/2023,04:57 AM,Miscellaneous Terminal,Domestic
1002356,8525,Qatar Airways,44822,Departure,5/4/2023,12:10 PM,T7,International
1002357,8813,Air France,6596,Departure,10/26/2023,04:42 PM,TBIT,Domestic
1002358,6302,TAP Air Portugal,71038,Departure,7/1/2023,01:17 PM,T5,International
1002359,3714,LATAM Airlines,5401,Arrival,8/31/2023,10:23 AM,Miscellaneous Terminal,International
1002360,7066,Korean Air,217250,Departure,7/9/2023,11:30 AM,T5,Domestic
1002361,1393,Aeromexico,129011,Departure,11/12/2023,08:57 PM,Miscellaneous Terminal,Domestic
1002362,5193,Aeromexico,397366,Departure,1/3/2023,08:00 PM,T4,Domestic
1002363,5551,Etihad Airways,188708,Departure,8/11/2023,04:56 PM,T3,Domestic
1002364,6056,Airlines,194793,Departure,11/26/2023,06:49 PM,T3,Domestic
1002365,6482,Swiss International Air Lines,410046,Departure,8/6/2023,12:05 AM,TBIT,International
1002366,2421,Aeromexico,8182,Departure,10/5/2023,07:42 AM,TBIT,Domestic
1002367,9708,El Al,305294,Departure,6/23/2023,11:28 AM,T6,Domestic
1002368,1591,Hawaiian Airlines,2,Departure,5/7/2023,09:21 AM,Miscellaneous Terminal,Domestic
1002369,8620,American Airlines,3588,Arrival,3/3/2023,11:32 PM,T8,International
1002370,9565,China Airlines,189804,Arrival,11/19/2023,04:19 AM,T7,Domestic
1002371,2588,Air China,137958,Departure,12/18/2023,05:12 PM,T8,Domestic
1002372,8580,Philippine Airlines,202388,Departure,2/12/2023,02:06 PM,T3,Domestic
1002373,7031,Korean Air,335154,Departure,12/19/2023,06:06 AM,TBIT,International
1002374,6905,Frontier Airlines,18,Arrival,4/12/2023,09:03 AM,Miscellaneous Terminal,International
1002375,6687,Alaska Airlines,324940,Departure,5/11/2023,11:26 PM,T3,Domestic
1002376,4321,TAP Air Portugal,5374,Arrival,11/1/2023,12:08 PM,Miscellaneous Terminal,International
1002377,4010,Finnair,72874,Arrival,11/8/2023,01:18 AM,T7,International
1002378,6498,Air India,68050,Arrival,10/22/2023,05:23 AM,Miscellaneous Terminal,Domestic
1002379,9559,American Airlines,217723,Arrival,9/18/2023,12:57 AM,T2,International
1002380,9531,Singapore Airlines,382397,Arrival,9/14/2023,11:56 PM,T1,Domestic
1002381,2992,Emirates,14770,Arrival,2/9/2023,05:09 AM,T3,International
1002382,6014,Scandinavian Airlines,95,Departure,11/28/2023,01:22 PM,Miscellaneous Terminal,Domestic
1002383,2292,Thai Airways,360,Departure,9/18/2023,03:13 PM,Miscellaneous Terminal,Domestic
1002384,4674,Lufthansa,70315,Arrival,9/8/2023,07:33 PM,T4,International
1002385,6274,Norwegian Air Shuttle,36689,Arrival,8/1/2023,09:25 AM,T5,International
1002386,7306,Hawaiian Airlines,92341,Departure,9/19/2023,07:10 AM,T2,International
1002387,4611,Scandinavian Airlines,2768,Arrival,10/5/2023,04:11 PM,T8,International
1002388,2145,TAP Air Portugal,15,Arrival,1/13/2023,08:13 PM,Miscellaneous Terminal,International
1002389,3323,Southwest Airlines,90348,Arrival,4/30/2023,07:25 AM,T1,Domestic
1002390,4489,Qantas,124520,Arrival,4/28/2023,12:30 PM,T8,Domestic
1002391,4294,Norwegian Air Shuttle,263836,Departure,10/6/2023,11:21 AM,T7,Domestic
1002392,2967,Hawaiian Airlines,2965,Departure,11/9/2023,07:05 AM,T3,International
1002393,7162,Korean Air,0,Arrival,2/12/2023,12:07 AM,Imperial Terminal,International
1002394,4829,JetBlue Airways,56437,Departure,1/18/2023,06:38 AM,T3,International
1002395,3295,Air India,41003,Arrival,1/24/2023,08:37 AM,T2,Domestic
1002396,9955,Qantas,12884,Departure,4/4/2023,05:07 AM,TBIT,Domestic
1002397,4368,Airlines,24502,Departure,6/7/2023,12:25 AM,TBIT,Domestic
1002398,3143,Turkish Airlines,191381,Arrival,4/2/2023,10:05 AM,T6,Domestic
1002399,4634,Emirates,167110,Departure,5/10/2023,04:26 AM,T2,International
1002400,1913,Southwest Airlines,348559,Arrival,10/29/2023,06:58 AM,T5,Domestic
1002401,7801,Air Canada,182083,Arrival,5/18/2023,07:07 PM,T3,Domestic
1002402,7478,Korean Air,411628,Arrival,6/2/2023,08:11 AM,TBIT,International
1002403,7876,Air China,138360,Departure,2/6/2023,06:40 AM,T3,Domestic
1002404,1342,Qatar Airways,53555,Departure,3/20/2023,01:35 AM,T3,International
1002405,7300,Fiji Airways,3855,Departure,8/15/2023,03:39 PM,TBIT,Domestic
1002406,8790,Air China,67329,Arrival,1/26/2023,01:09 AM,T7,International
1002407,6729,TAP Air Portugal,62796,Arrival,11/6/2023,11:55 AM,T7,International
1002408,2288,Aeromexico,338442,Arrival,11/22/2023,06:09 PM,TBIT,International
1002409,5236,United Airlines,130537,Arrival,11/20/2023,12:32 AM,T7,Domestic
1002410,1013,Air New Zealand,327342,Arrival,4/30/2023,07:40 AM,TBIT,International
1002411,5143,Air China,113797,Departure,1/21/2023,04:16 AM,T8,Domestic
1002412,5420,Asiana Airlines,5708,Arrival,2/2/2023,01:47 PM,T8,International
1002413,7003,Southwest Airlines,338310,Departure,10/7/2023,08:25 PM,T3,Domestic
1002414,7371,Etihad Airways,3271,Arrival,9/4/2023,04:35 PM,T8,International
1002415,8057,Asiana Airlines,360,Departure,7/9/2023,10:14 PM,T5,International
1002416,6172,Qantas,9,Departure,6/23/2023,04:38 AM,Miscellaneous Terminal,International
1002417,8205,Air China,5717,Arrival,8/18/2023,10:58 AM,T8,International
1002418,4049,Air India,59524,Arrival,1/19/2023,10:03 PM,T6,International
1002419,6830,JetBlue Airways,64552,Arrival,4/24/2023,09:56 AM,T7,International
1002420,1789,Air New Zealand,146476,Departure,12/22/2023,03:20 AM,T8,Domestic
1002421,5585,Virgin Atlantic,419453,Departure,2/18/2023,08:03 AM,T1,Domestic
1002422,4380,Asiana Airlines,144365,Departure,12/15/2023,03:37 AM,T3,Domestic
1002423,5263,Aeroflot,27777,Arrival,1/31/2023,01:09 PM,T7,International
1002424,6416,Aeroflot,49889,Departure,10/24/2023,06:35 AM,T2,Domestic
1002425,1488,Iberia,7,Arrival,6/30/2023,10:56 PM,Miscellaneous Terminal,International
1002426,7484,Etihad Airways,8461,Arrival,1/21/2023,11:19 AM,T6,International
1002427,3033,Aeromexico,215863,Arrival,1/10/2023,03:57 PM,T2,Domestic
1002428,4952,Lufthansa,40262,Departure,10/22/2023,05:09 AM,T2,Domestic
1002429,6954,El Al,3500,Arrival,12/4/2023,06:35 PM,T8,International
1002430,4929,Thai Airways,276472,Arrival,4/29/2023,04:04 PM,T5,Domestic
1002431,1303,Aeromexico,281710,Departure,4/25/2023,03:53 PM,T5,Domestic
1002432,6255,Etihad Airways,401799,Departure,7/25/2023,11:23 AM,T1,Domestic
1002433,5395,Saudia,4360,Arrival,10/30/2023,08:49 AM,T8,International
1002434,4343,Air France,25432,Departure,8/7/2023,12:42 AM,TBIT,Domestic
1002435,7266,El Al,401027,Arrival,10/20/2023,07:57 AM,TBIT,International
1002436,1413,Asiana Airlines,4494,Departure,5/14/2023,08:50 AM,T6,International
1002437,5159,Finnair,225949,Arrival,4/2/2023,06:48 PM,T7,Domestic
1002438,6048,Korean Air,223222,Departure,2/8/2023,05:23 PM,T6,Domestic
1002439,5366,Delta Air Lines,57216,Arrival,11/12/2023,11:39 AM,T6,International
1002440,7227,Allegiant Air,340338,Departure,3/3/2023,05:18 AM,TBIT,International
1002441,1191,Delta Air Lines,3508,Arrival,10/3/2023,11:21 PM,T8,International
1002442,3758,TAP Air Portugal,8138,Arrival,5/18/2023,09:49 PM,TBIT,Domestic
1002443,5004,Scandinavian Airlines,189423,Departure,10/12/2023,08:49 PM,T3,Domestic
1002444,2763,Singapore Airlines,121300,Departure,4/9/2023,05:22 AM,Miscellaneous Terminal,Domestic
1002445,8430,Singapore Airlines,91946,Arrival,5/1/2023,10:02 AM,T2,Domestic
1002446,4077,Aeroflot,122063,Arrival,9/22/2023,09:50 PM,T8,Domestic
1002447,9584,Air India,237355,Departure,9/28/2023,05:54 AM,T7,Domestic
1002448,4798,Hawaiian Airlines,76382,Arrival,1/13/2023,08:41 AM,Miscellaneous Terminal,Domestic
1002449,8547,Air India,19106,Arrival,4/20/2023,09:43 PM,T6,International
1002450,6043,Asiana Airlines,252383,Departure,5/9/2023,12:56 AM,T7,Domestic
1002451,6877,Asiana Airlines,124715,Departure,8/24/2023,01:02 PM,T1,Domestic
1002452,3267,Qantas,465806,Arrival,2/25/2023,04:57 AM,TBIT,International
1002453,8113,Virgin Atlantic,3077,Arrival,1/26/2023,04:37 PM,T4,International
1002454,4243,Korean Air,3944,Departure,1/8/2023,09:25 AM,T6,International
1002455,9796,Spirit Airlines,5045,Arrival,1/21/2023,07:28 AM,TBIT,Domestic
1002456,6364,WestJet,4891,Arrival,10/29/2023,11:25 PM,Miscellaneous Terminal,International
1002457,9322,El Al,87057,Departure,7/8/2023,05:33 AM,T6,International
1002458,8102,Southwest Airlines,61096,Arrival,2/24/2023,04:42 PM,T6,International
1002459,4867,Asiana Airlines,4569,Arrival,5/14/2023,09:48 AM,Miscellaneous Terminal,International
1002460,1758,Aeromexico,51508,Departure,6/24/2023,05:53 AM,T4,International
1002461,1940,Avianca,266653,Arrival,5/3/2023,11:03 PM,T7,Domestic
1002462,3763,Aeromexico,256276,Departure,2/17/2023,03:34 PM,T7,Domestic
1002463,4842,American Airlines,33734,Arrival,12/31/2023,05:28 AM,T7,International
1002464,7539,Asiana Airlines,66498,Departure,6/21/2023,07:41 PM,T3,International
1002465,8241,Qantas,386466,Arrival,1/18/2023,03:33 PM,T1,Domestic
1002466,2639,United Airlines,123375,Departure,8/20/2023,11:45 AM,T8,Domestic
1002467,1154,Qatar Airways,2772,Arrival,9/5/2023,10:38 AM,T6,International
1002468,6852,Allegiant Air,67492,Arrival,9/6/2023,08:20 PM,T5,International
1002469,3319,Singapore Airlines,292,Arrival,7/15/2023,05:12 AM,Imperial Terminal,Domestic
1002470,3088,Qantas,382321,Departure,9/22/2023,11:10 AM,T1,Domestic
1002471,1169,American Airlines,28671,Departure,3/1/2023,07:14 PM,T5,International
1002472,8881,Saudia,1401,Departure,8/31/2023,10:38 PM,T5,International
1002473,1289,Emirates,270942,Departure,12/6/2023,11:11 PM,T3,Domestic
1002474,8886,Delta Air Lines,299893,Arrival,7/23/2023,04:29 PM,T3,Domestic
1002475,2472,Cathay Pacific,286808,Departure,8/12/2023,03:49 AM,T3,Domestic
1002476,9793,Aeromexico,212974,Arrival,7/27/2023,04:46 AM,T7,Domestic
1002477,6603,Qatar Airways,166904,Arrival,5/7/2023,03:22 PM,T8,Domestic
1002478,3112,Iberia,321739,Arrival,8/9/2023,10:11 AM,T6,Domestic
1002479,6740,Cathay Pacific,69,Departure,8/28/2023,02:18 PM,Imperial Terminal,Domestic
1002480,4476,Copa Airlines,75025,Arrival,12/18/2023,06:04 AM,T7,International
1002481,2890,Air India,1080,Arrival,7/14/2023,08:25 PM,T6,International
1002482,3827,Thai Airways,152082,Arrival,5/26/2023,05:18 AM,T8,Domestic
1002483,1133,EVA Air,143038,Arrival,8/6/2023,03:44 AM,T4,Domestic
1002484,1440,Hawaiian Airlines,422327,Departure,3/4/2023,04:57 AM,T5,Domestic
1002485,6503,TAP Air Portugal,3969,Departure,9/9/2023,10:30 PM,TBIT,Domestic
1002486,2464,Scandinavian Airlines,12401,Departure,11/21/2023,08:13 AM,T8,International
1002487,9493,Philippine Airlines,302404,Departure,8/21/2023,11:34 AM,T7,Domestic
1002488,2031,United Airlines,5486,Departure,10/11/2023,01:47 AM,T8,International
1002489,6182,Air China,2426,Departure,11/22/2023,11:31 AM,Miscellaneous Terminal,International
1002490,3140,TAP Air Portugal,33495,Departure,10/16/2023,11:48 PM,T7,International
1002491,2060,Copa Airlines,329870,Departure,12/1/2023,09:06 AM,T6,Domestic
1002492,4195,LATAM Airlines,168325,Departure,7/5/2023,03:16 PM,T2,International
1002493,1115,Air China,278472,Departure,4/15/2023,07:28 AM,T5,Domestic
1002494,2222,Swiss International Air Lines,271200,Departure,4/28/2023,09:20 AM,T5,Domestic
1002495,9874,Air New Zealand,30092,Departure,3/18/2023,02:43 AM,T2,Domestic
1002496,1395,Virgin Atlantic,38625,Departure,10/19/2023,11:23 PM,T4,International
1002497,4953,Virgin Atlantic,188681,Departure,12/2/2023,02:00 AM,T2,International
1002498,3332,Southwest Airlines,77437,Departure,2/23/2023,07:13 AM,T4,International
1002499,4493,Thai Airways,21446,Arrival,7/26/2023,02:21 AM,TBIT,Domestic
1002500,1906,TAP Air Portugal,5211,Departure,12/1/2023,06:28 PM,T1,International
1002501,9231,Avianca,23329,Departure,6/13/2023,02:49 AM,T4,International
1002502,9647,Air China,1792,Departure,6/8/2023,08:34 PM,T3,International
1002503,8177,Air India,8529,Departure,10/22/2023,10:57 AM,T4,International
1002504,4665,Lufthansa,77922,Departure,9/29/2023,09:39 AM,T3,International
1002505,1066,Air China,160101,Departure,3/7/2023,01:09 PM,T8,Domestic
1002506,2785,Saudia,12190,Arrival,5/11/2023,12:13 PM,T5,International
1002507,2223,Volaris,274063,Arrival,10/14/2023,08:02 PM,T3,Domestic
1002508,4025,Scandinavian Airlines,8,Departure,12/7/2023,05:17 AM,Miscellaneous Terminal,Domestic
1002509,8882,Aeromexico,109035,Departure,11/5/2023,12:33 PM,T8,Domestic
1002510,7784,Qantas,363282,Arrival,7/31/2023,07:24 PM,T5,Domestic
1002511,2707,Southwest Airlines,317165,Departure,7/6/2023,06:13 PM,T6,Domestic
1002512,7279,TAP Air Portugal,295239,Departure,5/29/2023,10:06 PM,T4,Domestic
1002513,4427,Aeroflot,310399,Departure,3/29/2023,12:36 PM,T4,Domestic
1002514,6687,Spirit Airlines,363441,Arrival,9/20/2023,06:51 AM,T5,Domestic
1002515,5496,Philippine Airlines,12039,Arrival,10/24/2023,06:35 PM,T5,International
1002516,5559,WestJet,428123,Arrival,11/19/2023,08:03 PM,T1,Domestic
1002517,3310,Volaris,6720,Departure,6/23/2023,05:46 PM,T8,International
1002518,4029,Avianca,199926,Arrival,2/1/2023,01:30 AM,T6,Domestic
1002519,3018,Air China,49256,Arrival,12/7/2023,01:54 PM,T5,International
1002520,2775,Finnair,299677,Arrival,5/27/2023,01:36 AM,T7,Domestic
