FlightId,FlightNum,Airline,PassengerCount,Departure,ScheduledDate,ScheduledTime,Terminal,PlaneId,International,Destination
1000625,1223,Aeromexico,15566,0,2023-11-12,10:33 AM,T4,PL159,1,Mexico
1000626,5176,EVA Air,374480,0,2023-10-05,07:29 AM,T6,PL152,0,Winston-Salem
1000627,3403,Scandinavian Airlines,154498,0,2023-10-13,02:10 PM,T8,PL2,0,Tulsa
1000628,1993,Allegiant Air,13976,0,2023-10-05,05:54 AM,T4,PL198,1,Luxembourg
1000629,4098,Emirates,270473,0,2023-08-29,05:25 PM,T3,PL78,0,El Paso
1000630,9159,Air India,6121,1,2023-01-03,09:28 PM,TBIT,PL180,0,Albuquerque
1000631,5161,Frontier Airlines,84041,0,2023-03-22,02:25 AM,T7,PL10,1,Namibia
1000632,6474,El Al,34183,0,2023-09-14,02:21 AM,T7,PL21,1,Panama
1000633,4350,Frontier Airlines,382456,1,2023-05-05,03:30 PM,T1,PL39,0,Lincoln
1000634,2629,United Airlines,173700,0,2023-09-14,11:55 AM,T5,PL199,0,Saint Paul
1000635,1373,Cathay Pacific,7354,0,2023-12-30,09:45 PM,T5,PL121,1,Senegal
1000636,8036,Finnair,116703,1,2023-12-02,04:07 AM,T2,PL30,0,Boise
1000637,8418,Air France,327902,1,2023-03-14,03:41 AM,TBIT,PL182,1,Romania
1000638,9135,TAP Air Portugal,14328,0,2023-05-18,03:41 PM,T3,PL57,1,Grenada
1000639,6541,Singapore Airlines,23202,1,2023-03-24,10:04 AM,T3,PL54,1,Kosovo
1000640,2531,Alitalia,132206,0,2023-08-15,10:29 AM,T2,PL132,1,Cambodia
1000641,7084,Iberia,58039,1,2023-09-09,02:41 PM,T7,PL133,1,Liberia
1000642,3573,Delta Air Lines,176627,1,2023-08-18,11:02 PM,T3,PL67,0,Bakersfield
1000643,9943,Korean Air,718878,0,2023-03-07,09:26 AM,TBIT,PL67,1,Papua New Guinea
1000644,1927,JetBlue Airways,310068,1,2023-11-14,10:03 AM,TBIT,PL198,1,Ecuador
1000645,3481,Emirates,107694,1,2023-10-02,04:50 AM,T6,PL168,1,Bosnia and Herzegovina
1000646,9516,Etihad Airways,135520,0,2023-02-22,05:40 AM,T6,PL155,0,Tucson
1000647,6442,Thai Airways,5,0,2023-03-15,12:25 AM,Miscellaneous,PL170,1,Albania
1000648,9283,EVA Air,72861,1,2023-01-13,06:57 PM,T6,PL135,1,Ethiopia
1000649,1686,JetBlue Airways,293878,0,2023-04-03,03:35 AM,T7,PL192,0,Columbus
1000650,9802,Lufthansa,6777,0,2023-07-10,04:13 PM,TBIT,PL165,0,Rancho Cucamonga
1000651,1419,Norwegian Air Shuttle,249209,1,2023-09-15,11:33 PM,T6,PL171,0,Chesapeake
1000652,9756,Etihad Airways,82723,0,2023-07-23,03:23 AM,T2,PL23,0,Raleigh
1000653,1983,Virgin Atlantic,298298,1,2023-09-13,02:26 AM,T3,PL77,0,Anaheim
1000654,7002,Emirates,18641,0,2023-08-22,09:15 PM,T3,PL112,1,Denmark
1000655,3932,Frontier Airlines,93154,0,2023-05-07,05:42 AM,T7,PL8,0,Durham
1000656,8767,Turkish Airlines,44253,0,2023-02-11,04:03 PM,T2,PL67,0,Chandler
1000657,2991,Air Canada,1572,0,2023-08-11,02:27 PM,T3,PL173,1,Ireland
1000658,2768,Virgin Atlantic,51090,1,2023-03-19,12:04 PM,T4,PL9,1,Panama
1000659,4592,Air India,17302,0,2023-06-21,03:32 PM,T5,PL61,1,Poland
1000660,1784,Air France,149203,0,2023-12-04,04:02 PM,T8,PL67,0,Cape Coral
1000661,5741,Air France,326504,1,2023-02-23,03:31 AM,TBIT,PL155,1,Nicaragua
1000662,4603,Air Canada,453808,1,2023-09-19,10:04 PM,T4,PL50,0,Boise
1000663,7251,Volaris,389219,1,2023-09-20,10:29 AM,T5,PL38,0,Seattle
1000664,3043,Qantas,213982,1,2023-04-28,11:43 AM,T7,PL175,0,Durham
1000665,5411,Finnair,73152,0,2023-11-07,12:26 PM,T7,PL161,1,Myanmar
1000666,2049,Philippine Airlines,110240,1,2023-07-05,11:03 AM,T6,PL51,0,Greensboro
1000667,4551,Alitalia,180188,1,2023-08-27,09:22 AM,T5,PL198,0,Baton Rouge
1000668,1929,Spirit Airlines,379300,1,2023-11-06,07:02 PM,T4,PL91,0,Phoenix
1000669,5893,El Al,126545,0,2023-08-20,03:08 AM,Miscellaneous,PL126,0,Houston
1000670,9875,Asiana Airlines,42152,0,2023-11-12,06:58 AM,T2,PL54,0,Anaheim
1000671,4563,Turkish Airlines,36223,1,2023-01-16,12:37 AM,T7,PL193,1,Latvia
1000672,8682,Allegiant Air,325934,1,2023-04-04,06:45 PM,T1,PL154,0,Hialeah
1000673,2574,Alaska Airlines,330917,1,2023-06-30,10:45 PM,T5,PL160,0,Fresno
1000674,6382,Air Canada,38852,1,2023-12-16,04:39 AM,T7,PL197,1,Guinea
1000675,1250,Scandinavian Airlines,137659,1,2023-08-18,01:23 PM,T5,PL92,0,Fort Worth
1000676,7537,American Airlines,66466,1,2023-05-14,07:34 AM,T4,PL91,1,Grenada
1000677,9726,Iberia,38193,1,2023-10-17,02:48 AM,T7,PL116,1,Bahamas
1000678,7566,British Airways,210710,0,2023-04-21,08:38 AM,T6,PL5,0,Salt Lake City
1000679,8245,Philippine Airlines,322,1,2023-12-24,07:58 AM,TBIT,PL57,0,Chesapeake
1000680,5411,Korean Air,38057,1,2023-05-14,05:42 PM,T4,PL84,1,Czech Republic
1000681,2659,Fiji Airways,11513,0,2023-04-04,08:02 PM,TBIT,PL17,0,San Diego
1000682,1517,British Airways,16861,0,2023-12-13,05:58 AM,T3,PL116,1,Benin
1000683,7473,Air France,37521,1,2023-03-22,12:59 PM,T4,PL193,1,Georgia
1000684,7772,Copa Airlines,39373,1,2023-06-23,12:46 PM,T5,PL22,1,Burundi
1000685,1377,Air France,3450,0,2023-05-14,03:21 AM,T8,PL57,1,Malaysia
1000686,2061,Iberia,508874,1,2023-10-31,03:30 PM,TBIT,PL2,1,Lesotho
1000687,8508,Air New Zealand,159549,0,2023-05-01,11:01 AM,T3,PL135,0,Houston
1000688,2384,TAP Air Portugal,260265,1,2023-11-21,09:12 PM,T7,PL184,0,Phoenix
1000689,1814,Air China,4477,0,2023-03-10,05:32 AM,T8,PL199,1,Micronesia
1000690,5409,Lufthansa,17265,1,2023-01-19,01:00 AM,T8,PL104,1,Denmark
1000691,3117,Saudia,465822,0,2023-12-27,03:28 AM,TBIT,PL159,1,Lithuania
1000692,4193,Scandinavian Airlines,101875,1,2023-11-24,02:48 PM,T6,PL16,1,Saudi Arabia
1000693,6850,Turkish Airlines,397418,1,2023-03-04,04:07 PM,T1,PL176,0,Long Beach
1000694,2245,Norwegian Air Shuttle,74518,1,2023-06-09,01:07 PM,Miscellaneous,PL80,0,El Paso
1000695,7382,Allegiant Air,213008,1,2023-10-24,12:55 PM,T7,PL37,0,Boston
1000696,9764,British Airways,325942,0,2023-08-29,11:03 PM,T7,PL133,0,Baton Rouge
1000697,6218,TAP Air Portugal,479868,0,2023-12-23,07:10 AM,T1,PL176,0,Glendale
1000698,6480,Asiana Airlines,427481,0,2023-10-01,03:41 PM,T4,PL135,0,Boise City
1000699,8944,Turkish Airlines,379274,0,2023-04-10,03:29 AM,T1,PL198,0,Salt Lake City
1000700,2313,Philippine Airlines,105597,1,2023-08-05,01:55 AM,T2,PL191,1,Haiti
1000701,4098,Aeromexico,22437,1,2023-12-11,11:17 PM,T6,PL67,1,Malawi
1000702,3677,Finnair,65736,0,2023-01-02,07:06 AM,T7,PL158,1,Bolivia
1000703,9345,Saudia,811,1,2023-06-02,01:13 AM,T1,PL183,1,Fiji
1000704,2541,Iberia,237737,1,2023-07-21,07:53 AM,T3,PL139,0,Brownsville
1000705,6667,Etihad Airways,20688,0,2023-05-03,08:01 AM,T5,PL9,1,Benin
1000706,3973,Etihad Airways,22893,0,2023-12-23,07:38 PM,T5,PL153,1,Liechtenstein
1000707,4230,JetBlue Airways,40870,0,2023-02-15,08:13 PM,T2,PL74,0,Charlotte
1000708,8236,Air China,33248,0,2023-12-12,06:05 PM,T2,PL171,0,Phoenix
1000709,6127,Avianca,355055,1,2023-02-19,03:22 PM,T4,PL71,0,Sioux Falls
1000710,7185,Iberia,370707,1,2023-08-09,03:36 PM,T5,PL7,0,Baton Rouge
1000711,9139,Air India,387189,0,2023-06-21,02:42 AM,T4,PL160,0,Augusta
1000712,1799,Saudia,220181,0,2023-09-30,10:47 AM,T2,PL52,0,Seattle
1000713,9753,Saudia,296700,1,2023-10-23,06:27 AM,T4,PL23,0,Saint Paul
1000714,1647,Alaska Airlines,38987,0,2023-02-19,05:56 PM,T2,PL126,0,Anaheim
1000715,8944,American Airlines,6,0,2023-05-25,03:03 PM,Miscellaneous,PL189,1,Lithuania
1000716,3664,Delta Air Lines,251830,1,2023-11-29,11:38 PM,T5,PL97,0,Minneapolis
1000717,8345,JetBlue Airways,189343,1,2023-01-28,12:20 AM,T6,PL169,0,Denver
1000718,7280,Thai Airways,265336,0,2023-03-12,01:31 AM,T7,PL70,0,Fayetteville
1000719,1557,Korean Air,16284,1,2023-11-25,09:29 PM,T8,PL51,1,Cabo Verde
1000720,4865,Turkish Airlines,184750,0,2023-01-29,06:44 AM,T6,PL181,0,Phoenix
1000721,7008,Qantas,300805,1,2023-06-17,09:27 AM,TBIT,PL72,1,Burkina Faso
1000722,6305,Alaska Airlines,41748,1,2023-06-19,03:51 PM,T7,PL22,1,Chile
1000723,5394,Alitalia,354347,1,2023-07-27,08:27 PM,T1,PL24,0,Madison
1000724,9853,Alitalia,19190,1,2023-07-05,11:43 PM,T3,PL153,1,Brunei
1000725,6642,Hawaiian Airlines,104145,1,2023-02-14,04:45 AM,Miscellaneous,PL199,0,Milwaukee
1000726,3001,Air Canada,6906,1,2023-09-22,08:32 AM,T8,PL60,1,Finland
1000727,4228,Singapore Airlines,20502,1,2023-05-07,02:01 PM,TBIT,PL159,0,Huntington Beach
1000728,2026,EVA Air,45345,1,2023-02-26,03:12 PM,T6,PL12,0,Baltimore
1000729,8591,Qatar Airways,299798,1,2023-03-12,06:01 AM,T4,PL136,0,Huntington Beach
1000730,3934,Etihad Airways,234563,0,2023-12-22,03:41 AM,T7,PL133,0,San Bernardino
1000731,6478,Lufthansa,75371,0,2023-03-01,01:08 PM,T7,PL45,1,Guyana
1000732,2333,Qatar Airways,3500,0,2023-06-23,12:59 PM,T8,PL102,1,Netherlands
1000733,6909,Japan Airlines,51576,1,2023-09-03,09:10 PM,T7,PL98,1,Qatar
1000734,5087,Lufthansa,233713,1,2023-12-27,03:03 AM,T6,PL27,0,Sacramento
1000735,5695,Qatar Airways,48441,1,2023-02-12,12:59 PM,TBIT,PL157,0,Orlando
1000736,4761,Aeroflot,50117,0,2023-01-01,07:35 PM,T4,PL176,1,Belize
1000737,9383,Cathay Pacific,40493,1,2023-09-27,10:38 PM,T7,PL87,1,Guinea-Bissau
1000738,5437,Air China,247736,1,2023-04-23,06:44 PM,T5,PL13,0,Jackson
1000739,3973,Qatar Airways,6395,0,2023-10-02,06:05 PM,T4,PL75,1,Kenya
1000740,7449,Swiss International Air Lines,11293,1,2023-12-24,11:19 AM,T5,PL141,1,Czech Republic
1000741,2970,LATAM Airlines,6770,1,2023-03-07,06:12 AM,TBIT,PL94,0,Columbus
1000742,6586,Air India,2265,1,2023-09-01,10:03 AM,T3,PL132,1,India
1000743,5318,Turkish Airlines,234732,1,2023-02-05,01:51 PM,T7,PL162,0,Fontana
1000744,3685,Volaris,2310,0,2023-05-30,03:15 AM,T6,PL193,1,Saint Kitts and Nevis
1000745,9572,Frontier Airlines,5102,0,2023-07-16,07:38 AM,TBIT,PL66,0,Tempe
1000746,4217,TAP Air Portugal,465,1,2023-03-22,11:40 AM,T5,PL128,1,Malta
1000747,9498,Cathay Pacific,422985,1,2023-12-08,12:34 PM,T1,PL114,0,Modesto
1000748,3062,Air Canada,253102,0,2023-08-25,02:52 PM,T7,PL66,0,Richmond
1000749,1162,Asiana Airlines,210803,1,2023-07-08,03:34 PM,T2,PL53,0,Fort Worth
1000750,3296,Qantas,273087,1,2023-06-16,09:07 AM,T7,PL138,0,Jackson
1000751,7786,Norwegian Air Shuttle,16096,0,2023-03-01,11:53 AM,T4,PL93,1,Guatemala
1000752,1629,Air New Zealand,26256,1,2023-04-11,01:23 AM,T2,PL22,0,Dallas
1000753,7086,Air Canada,133899,0,2023-01-08,05:56 PM,T2,PL185,1,Czech Republic
1000754,5132,Scandinavian Airlines,30384,0,2023-07-29,06:11 PM,T7,PL20,1,Burundi
1000755,7078,WestJet,145146,0,2023-10-19,08:44 PM,T3,PL123,0,Irving
1000756,3943,Turkish Airlines,371129,0,2023-05-25,05:19 AM,T4,PL173,0,Chandler
1000757,1024,Turkish Airlines,70648,0,2023-05-16,04:27 PM,T7,PL183,1,Canada
1000758,8662,Air France,458651,1,2023-03-26,10:38 PM,T5,PL124,0,Rancho Cucamonga
1000759,8270,Fiji Airways,6959,0,2023-09-04,07:35 AM,TBIT,PL98,0,Minneapolis
1000760,8568,Hawaiian Airlines,61755,0,2023-08-01,02:43 AM,T4,PL25,1,Algeria
1000761,7470,Delta Air Lines,328573,1,2023-01-19,11:39 AM,T7,PL127,0,Cleveland
1000762,7549,EVA Air,90494,0,2023-01-02,03:13 PM,T3,PL156,0,Shreveport
1000763,7464,Airlines,1152,0,2023-09-18,03:46 AM,T4,PL65,1,Laos
1000764,3709,Delta Air Lines,325262,1,2023-09-30,09:47 PM,T3,PL177,0,Tallahassee
1000765,5817,Korean Air,430188,1,2023-07-04,03:40 AM,T1,PL16,0,Fort Wayne
1000766,1001,Asiana Airlines,292931,0,2023-07-28,06:07 PM,T7,PL161,0,Anaheim
1000767,6508,Asiana Airlines,3563,1,2023-01-29,08:21 PM,T3,PL103,1,Russia
1000768,4327,Japan Airlines,1,1,2023-10-24,08:19 PM,Miscellaneous,PL118,1,India
1000769,9049,Alaska Airlines,19,0,2023-07-19,07:48 PM,Miscellaneous,PL28,1,Saudi Arabia
1000770,7525,Cathay Pacific,176539,0,2023-09-07,10:36 PM,T2,PL177,1,Dominican Republic
1000771,9618,WestJet,342013,0,2023-07-15,08:30 PM,T5,PL179,0,Fort Wayne
1000772,5349,Alitalia,239863,0,2023-08-22,06:00 PM,T7,PL68,0,Mobile
1000773,3859,Frontier Airlines,306810,1,2023-01-07,07:40 PM,TBIT,PL168,1,Laos
1000774,4191,Singapore Airlines,5009,1,2023-03-03,09:07 PM,T6,PL141,1,Belgium
1000775,9358,Thai Airways,223035,0,2023-10-09,12:08 PM,T7,PL179,0,Seattle
1000776,3252,Aeromexico,3396,1,2023-12-11,09:15 AM,T8,PL186,1,Luxembourg
1000777,4481,Alaska Airlines,101939,0,2023-07-01,12:19 PM,T8,PL127,0,Oklahoma City
1000778,5355,Airlines,243821,1,2023-10-31,09:33 AM,T6,PL17,0,Providence
1000779,1026,Japan Airlines,118031,1,2023-06-28,11:06 AM,T8,PL135,0,Toledo
1000780,5657,Etihad Airways,88265,1,2023-12-06,01:25 AM,T2,PL91,1,Mauritania
1000781,7885,Finnair,323443,0,2023-01-05,09:01 PM,TBIT,PL105,1,Eswatini
1000782,1209,Air Canada,57765,1,2023-11-29,12:29 AM,T4,PL195,1,Russia
1000783,1599,China Airlines,412890,0,2023-08-31,12:58 PM,TBIT,PL80,1,Luxembourg
1000784,6301,Cathay Pacific,319922,0,2023-05-04,10:44 AM,T4,PL42,0,Columbus
1000785,6047,Swiss International Air Lines,306347,0,2023-11-29,04:05 AM,T3,PL84,0,San Francisco
1000786,6991,Allegiant Air,180286,1,2023-11-15,10:43 AM,T6,PL94,0,Glendale
1000787,4743,Delta Air Lines,133,0,2023-05-07,02:55 AM,Miscellaneous,PL98,1,Marshall Islands
1000788,8149,Finnair,379594,0,2023-01-28,08:39 PM,T1,PL87,0,Jersey City
1000789,7909,Alaska Airlines,45631,1,2023-04-09,07:39 PM,T6,PL96,1,Senegal
1000790,3123,Japan Airlines,96733,0,2023-09-05,06:05 AM,T2,PL4,1,Finland
1000791,2013,Spirit Airlines,2990,0,2023-03-02,02:18 AM,TBIT,PL138,0,Denver
1000792,6238,United Airlines,50683,1,2023-02-24,08:12 PM,T6,PL99,1,Lebanon
1000793,5270,Singapore Airlines,6604,0,2023-06-16,03:51 PM,Miscellaneous,PL118,1,Netherlands
1000794,1099,LATAM Airlines,4143,1,2023-06-05,11:16 PM,TBIT,PL173,0,Huntington Beach
1000795,3340,Emirates,128522,0,2023-09-04,07:16 AM,Miscellaneous,PL69,0,Chandler
1000796,6266,EVA Air,241220,0,2023-09-18,06:09 AM,T7,PL50,0,Henderson
1000797,1319,China Airlines,96305,0,2023-10-28,09:01 PM,Miscellaneous,PL95,0,Santa Rosa
1000798,4454,Singapore Airlines,70252,1,2023-02-08,01:22 PM,T6,PL126,1,Lithuania
1000799,9044,Aeroflot,218555,0,2023-06-28,05:52 PM,T7,PL180,0,Seattle
1000800,6866,Thai Airways,36360,1,2023-01-24,07:00 PM,T4,PL160,1,Eritrea
1000801,4720,Finnair,132585,1,2023-09-26,03:50 PM,T8,PL191,0,Augusta
1000802,3736,Finnair,356074,0,2023-07-10,05:49 AM,T4,PL169,0,Corpus Christi
1000803,4155,Volaris,50990,0,2023-04-10,09:51 AM,T6,PL47,1,Niger
1000804,6944,Singapore Airlines,3720,1,2023-02-12,02:22 AM,T6,PL54,1,Panama
1000805,5163,Scandinavian Airlines,313008,1,2023-07-22,07:45 AM,T3,PL40,0,Philadelphia
1000806,7995,Aeroflot,127860,0,2023-12-03,02:29 PM,T8,PL160,0,Vancouver
1000807,2556,Air France,6749,0,2023-07-02,10:02 AM,T6,PL142,1,Germany
1000808,1506,Southwest Airlines,109320,0,2023-07-08,03:21 PM,T8,PL174,0,Aurora
1000809,1092,Air China,92232,0,2023-07-22,09:00 PM,T8,PL85,0,Laredo
1000810,3925,Delta Air Lines,400105,1,2023-09-12,06:22 PM,T4,PL7,0,Fayetteville
1000811,8511,Finnair,219268,1,2023-01-15,07:53 AM,T6,PL44,0,Tulsa
1000812,4855,LATAM Airlines,400200,1,2023-09-23,04:18 PM,T1,PL113,0,Yonkers
1000813,2857,British Airways,56610,1,2023-03-13,07:04 AM,T2,PL182,0,Newport News
1000814,7504,Asiana Airlines,10585,0,2023-07-17,02:25 PM,T6,PL144,1,Cabo Verde
1000815,8493,Aeroflot,411474,0,2023-07-20,09:18 PM,TBIT,PL152,1,Japan
1000816,2151,United Airlines,294304,0,2023-09-04,06:02 PM,T7,PL55,0,Boise
1000817,7914,United Airlines,330,1,2023-07-27,03:36 PM,T3,PL88,0,St. Louis
1000818,5611,WestJet,215627,0,2023-11-23,08:25 PM,T6,PL103,0,Detroit
1000819,9810,Air India,345208,1,2023-12-03,04:35 AM,T1,PL24,0,Boise City
1000820,8892,LATAM Airlines,49,0,2023-04-07,08:48 AM,Imperial Terminal,PL12,0,Cincinnati
1000821,4792,Virgin Atlantic,404417,0,2023-05-12,10:11 PM,T4,PL80,0,Phoenix
1000822,7876,Norwegian Air Shuttle,44149,0,2023-01-19,03:47 AM,T5,PL124,1,Estonia
1000823,1445,Alaska Airlines,105056,1,2023-12-12,05:02 AM,T2,PL63,1,Bolivia
1000824,5982,El Al,122258,0,2023-11-07,04:29 PM,T2,PL142,0,Glendale
1000825,1478,Asiana Airlines,154767,1,2023-03-01,10:12 PM,T8,PL52,0,Lubbock
1000826,3766,Korean Air,2297,1,2023-05-01,02:22 AM,Miscellaneous,PL96,1,Lebanon
1000827,3666,Virgin Atlantic,34218,1,2023-09-09,10:02 PM,T4,PL92,1,Cambodia
1000828,8718,British Airways,108854,1,2023-02-17,09:19 AM,Miscellaneous,PL179,0,Tulsa
1000829,8548,Frontier Airlines,240142,0,2023-07-01,10:17 PM,T5,PL113,0,Sacramento
1000830,2674,Air India,12172,0,2023-10-23,11:01 AM,TBIT,PL8,0,Providence
1000831,7450,British Airways,67128,0,2023-01-29,07:04 PM,T6,PL84,1,India
1000832,4209,Copa Airlines,798,0,2023-02-17,10:52 PM,T2,PL74,1,Senegal
1000833,8837,Avianca,5010,0,2023-07-04,06:32 PM,T8,PL27,1,Austria
1000834,4643,Fiji Airways,361101,1,2023-09-19,03:06 AM,T1,PL77,0,Saint Paul
1000835,4485,China Airlines,178235,0,2023-08-24,07:01 AM,T2,PL102,1,Georgia
1000836,5432,Alitalia,66592,1,2023-01-19,04:42 AM,T3,PL139,1,Saudi Arabia
1000837,6707,Lufthansa,14739,0,2023-11-11,11:07 PM,T3,PL98,1,Malta
1000838,2167,Cathay Pacific,269133,0,2023-03-20,05:16 AM,T6,PL104,0,St. Petersburg
1000839,6519,Philippine Airlines,30436,0,2023-04-16,12:10 AM,T8,PL22,0,Oklahoma City
1000840,5402,Thai Airways,213,1,2023-05-10,09:45 PM,TBIT,PL155,0,Indianapolis
1000841,9984,JetBlue Airways,175532,1,2023-01-21,11:30 PM,T2,PL130,1,Afghanistan
1000842,4429,Air Canada,393070,0,2023-07-09,05:02 AM,TBIT,PL42,1,Laos
1000843,2151,Delta Air Lines,86309,0,2023-07-30,03:01 PM,T5,PL110,1,Burkina Faso
1000844,7683,Japan Airlines,66840,1,2023-03-27,02:41 AM,T3,PL112,1,Central African Republic
1000845,3472,Norwegian Air Shuttle,37153,0,2023-12-09,08:49 AM,T6,PL152,0,Jacksonville
1000846,9227,Qantas,40014,0,2023-06-06,04:51 AM,T7,PL183,1,Saint Lucia
1000847,1708,El Al,301949,1,2023-01-11,11:06 AM,TBIT,PL63,1,Cuba
1000848,2777,Swiss International Air Lines,242878,1,2023-10-16,02:55 PM,T6,PL106,0,Seattle
1000849,3529,Etihad Airways,5775,1,2023-01-12,09:54 AM,Miscellaneous,PL172,1,Ecuador
1000850,4801,Hawaiian Airlines,792,1,2023-02-27,03:46 PM,Imperial Terminal,PL137,0,Chula Vista
1000851,1734,Philippine Airlines,146807,1,2023-07-04,06:52 AM,T8,PL135,0,Tempe
1000852,4792,Iberia,287312,1,2023-06-15,04:23 AM,T6,PL4,0,Nashville
1000853,3568,Cathay Pacific,62604,0,2023-11-22,03:13 AM,T5,PL61,1,Gabon
1000854,4738,Fiji Airways,99652,1,2023-02-01,06:48 AM,T8,PL160,0,Boston
1000855,2749,Emirates,106109,0,2023-12-02,10:13 AM,Miscellaneous,PL100,0,Seattle
1000856,6105,Alaska Airlines,7074,0,2023-01-30,06:57 PM,Miscellaneous,PL156,1,Indonesia
1000857,2510,WestJet,292226,1,2023-07-26,02:47 AM,T3,PL184,0,Knoxville
1000858,2153,Alaska Airlines,782128,1,2023-04-23,03:13 AM,TBIT,PL113,1,Egypt
1000859,3366,Air China,140308,1,2023-01-24,03:08 PM,T6,PL168,1,Italy
1000860,2696,Qatar Airways,80650,1,2023-10-28,10:51 AM,Miscellaneous,PL52,0,Seattle
1000861,2156,United Airlines,71021,1,2023-12-07,04:46 AM,T5,PL23,1,Benin
1000862,6379,Scandinavian Airlines,10378,0,2023-04-17,07:50 AM,T6,PL130,1,Dominican Republic
1000863,7537,Lufthansa,368460,0,2023-09-13,11:16 PM,T1,PL59,0,Seattle
1000864,9209,WestJet,561499,0,2023-05-06,11:11 PM,TBIT,PL79,1,Australia
1000865,8150,Frontier Airlines,110171,1,2023-08-05,09:17 AM,T8,PL71,0,Portland
1000866,6471,EVA Air,286438,0,2023-09-12,05:23 AM,T5,PL47,0,St. Petersburg
1000867,6720,China Airlines,6117,1,2023-07-19,03:01 AM,T8,PL184,1,Bulgaria
1000868,3786,Volaris,374053,1,2023-03-26,01:52 AM,T5,PL67,0,Cape Coral
1000869,6724,Hawaiian Airlines,111821,0,2023-10-12,09:55 AM,T8,PL120,0,Long Beach
1000870,5920,Aeromexico,299852,0,2023-05-26,08:54 AM,T4,PL158,0,Irving
1000871,3996,Frontier Airlines,5049,0,2023-03-29,07:35 PM,T6,PL109,1,Cameroon
1000872,9219,LATAM Airlines,22765,1,2023-06-23,05:36 PM,T5,PL28,1,Peru
1000873,2685,Finnair,27564,1,2023-09-10,06:50 AM,T5,PL35,1,Kiribati
1000874,4139,Spirit Airlines,347547,0,2023-02-02,10:11 PM,T4,PL49,0,Vancouver
1000875,9721,Volaris,161321,0,2023-12-29,04:33 PM,T2,PL195,1,Argentina
1000876,2950,Hawaiian Airlines,557,1,2023-08-22,11:50 PM,Miscellaneous,PL39,0,St. Louis
1000877,7177,TAP Air Portugal,639735,1,2023-07-07,06:40 PM,TBIT,PL85,1,Guinea
1000878,6402,Air China,11,0,2023-05-27,09:15 PM,Miscellaneous,PL54,0,Glendale
1000879,8130,Volaris,5173,1,2023-01-18,12:03 AM,T8,PL117,1,East Timor
1000880,7051,Alaska Airlines,4879,0,2023-01-25,02:14 PM,Miscellaneous,PL75,1,Cabo Verde
1000881,4588,TAP Air Portugal,25491,0,2023-05-22,07:23 AM,T2,PL102,0,Little Rock
1000882,6160,Air France,89044,0,2023-05-05,09:48 PM,T2,PL136,0,Chattanooga
1000883,9427,American Airlines,365838,1,2023-10-24,01:00 PM,T1,PL2,0,San Jose
1000884,2390,Qatar Airways,366852,1,2023-09-21,01:07 AM,T5,PL142,0,Omaha
1000885,1605,Allegiant Air,7656,1,2023-07-10,07:11 PM,T8,PL11,1,Russia
1000886,4842,JetBlue Airways,281172,0,2023-12-18,02:10 AM,T6,PL38,0,Sioux Falls
1000887,3265,Air Canada,345332,1,2023-12-26,07:08 PM,T3,PL133,0,Tampa
1000888,1769,Delta Air Lines,354,1,2023-06-22,03:49 PM,Miscellaneous,PL7,0,Fresno
1000889,6814,Scandinavian Airlines,363381,1,2023-09-11,04:52 AM,T5,PL84,0,San Bernardino
1000890,1552,Volaris,210445,1,2023-09-12,05:17 PM,T5,PL69,0,Baton Rouge
1000891,6223,Finnair,57863,0,2023-10-25,02:20 AM,T6,PL173,1,Antigua and Barbuda
1000892,5037,Allegiant Air,8410,0,2023-08-04,07:45 PM,TBIT,PL25,0,Newark
1000893,7453,Saudia,156,0,2023-05-19,01:33 AM,Imperial Terminal,PL79,0,Lincoln
1000894,2321,Alaska Airlines,4591,1,2023-05-01,02:30 PM,TBIT,PL19,0,Grand Prairie
1000895,7800,Qatar Airways,389018,1,2023-02-17,12:29 PM,T4,PL167,0,Rancho Cucamonga
1000896,2801,EVA Air,7927,1,2023-11-25,11:03 AM,TBIT,PL177,0,Brownsville
1000897,7877,Aeroflot,288911,1,2023-11-14,03:19 AM,T7,PL10,0,Tulsa
1000898,6926,Korean Air,332153,1,2023-09-29,06:06 AM,T3,PL29,0,Columbus
1000899,5745,Turkish Airlines,16783,0,2023-09-09,04:30 PM,T3,PL44,1,Iceland
1000900,2607,Qantas,522414,1,2023-07-21,01:49 PM,TBIT,PL91,1,Singapore
1000901,8048,TAP Air Portugal,7697,1,2023-10-18,08:54 AM,T7,PL54,1,Egypt
1000902,8615,Alaska Airlines,348660,1,2023-09-20,10:02 PM,TBIT,PL97,1,Brunei
1000903,5971,Hawaiian Airlines,12941,0,2023-12-11,04:09 AM,T3,PL139,1,Armenia
1000904,5187,Volaris,180030,1,2023-08-28,10:13 AM,T3,PL79,0,Fort Worth
1000905,5898,Lufthansa,124925,0,2023-08-27,04:46 PM,Miscellaneous,PL72,0,Las Vegas
1000906,9495,Saudia,377665,1,2023-08-29,03:51 AM,T4,PL48,0,Fresno
1000907,6194,Singapore Airlines,5546,0,2023-04-01,03:30 AM,Miscellaneous,PL108,1,Portugal
1000908,3649,Cathay Pacific,411994,0,2023-02-15,11:12 PM,T4,PL184,0,Hialeah
1000909,2735,Thai Airways,4642,1,2023-01-10,12:41 AM,T6,PL113,1,Qatar
